userid,firstname,lastname,items
4u7rt8wj6zjut95, , ,"[{""id"":""5H1A01"",""sale"":0,""qty"":1,""brand"":""featured"",""formattedPrice"":""$60.00"",""formattedSale"":""$0.00"",""shadeOrSize"":"" "",""parent"":{""prodRgnName"":""Aramis Classic EDT"",""largeImage"":""http://ota.esteeonline.com/wishlist/images/featured/aramis-classic-edt.jpeg""}},{""id"":""2M8E01"",""sale"":0,""qty"":1,""brand"":""featured"",""formattedPrice"":""$67"",""formattedSale"":""$0.00"",""shadeOrSize"":"" "",""parent"":{""prodRgnName"":""Aramis Havana Cologne"",""largeImage"":""http://ota.esteeonline.com/wishlist/images/featured/aramis-havana-cologne.jpeg""}},{""id"":""5F1801"",""sale"":0,""qty"":1,""brand"":""featured"",""formattedPrice"":""$60"",""formattedSale"":""$0.00"",""shadeOrSize"":"" "",""parent"":{""prodRgnName"":""Aramis Black"",""largeImage"":""http://ota.esteeonline.com/wishlist/images/featured/aramis-black.jpg""}},{""id"":""5C2901"",""sale"":0,""qty"":1,""brand"":""featured"",""formattedPrice"":""$60"",""formattedSale"":""$0.00"",""shadeOrSize"":"" "",""parent"":{""prodRgnName"":""Aramis Adventurer"",""largeImage"":""http://ota.esteeonline.com/wishlist/images/featured/aramis-adventurer.jpg""}},{""id"":""SKU55485"",""sale"":0,""qty"":1,""brand"":""featured"",""formattedPrice"":""$28"",""formattedSale"":""$0.00"",""shadeOrSize"":""Coral Gables"",""parent"":{""prodRgnName"":""Lip Color"",""largeImage"":""http://www.bobbibrowncosmetics.com/media/export/cms/products/415x415/bb_smoosh_E1000C_415x415_0.jpg""}},{""id"":""SKU17317"",""sale"":0,""qty"":1,""brand"":""featured"",""formattedPrice"":""$28"",""formattedSale"":""$0.00"",""shadeOrSize"":""Tulip"",""parent"":{""prodRgnName"":""Lip Color"",""largeImage"":""http://www.bobbibrowncosmetics.com/media/export/cms/products/415x415/bb_smoosh_E10035_415x415_0.jpg""}},{""id"":""SKU55554"",""sale"":0,""qty"":1,""brand"":""featured"",""formattedPrice"":""$28"",""formattedSale"":""$0.00"",""shadeOrSize"":""Watermelon"",""parent"":{""prodRgnName"":""Lip Color"",""largeImage"":""http://www.bobbibrowncosmetics.com/media/export/cms/products/415x415/bb_smoosh_E10097_415x415_0.jpg""}}]"
